enrollment_id,learner_id,course_id,enrollment_date,started_course_flag,active_flag,completed_flag,completion_date,progress_percent,sessions_count,hours_spent,dropout_stage,satisfaction_score
E01615,L01491,C004,2025-07-16,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01616,L03661,C010,2025-12-25,1,1,1,2026-02-06,100.0,9,7.2,,5.0
E01617,L03333,C010,2025-08-29,1,1,1,2025-11-10,87.7,7,8.7,,4.7
E01618,L01058,C003,2025-11-30,1,0,0,,5.5,1,4.4,Dropped after enrollment,1.9
E01619,L01050,C002,2024-03-27,1,1,1,2024-05-06,92.9,8,9.6,,5.0
E01620,L00366,C001,2024-03-19,1,1,1,2024-05-22,91.4,12,8.6,,5.0
E01621,L01300,C001,2025-11-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01622,L03312,C003,2024-12-08,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01623,L01894,C002,2025-07-15,1,1,1,2025-08-31,93.2,9,11.5,,5.0
E01624,L03359,C001,2024-03-17,1,1,1,2024-04-26,98.2,12,8.0,,5.0
E01625,L00918,C006,2025-08-03,1,1,1,2025-09-24,100.0,12,20.8,,5.0
E01626,L03840,C004,2024-06-27,1,1,1,2024-08-16,98.1,10,18.3,,5.0
E01627,L02940,C004,2025-06-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01628,L00010,C005,2025-09-11,1,1,1,2025-11-15,86.2,7,15.2,,4.7
E01629,L02616,C004,2024-08-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01630,L01349,C007,2024-07-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01631,L02026,C009,2024-03-17,1,0,0,,10.2,1,0.8,Dropped after first lesson,1.9
E01632,L00415,C001,2025-09-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01633,L03545,C004,2025-03-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E01634,L04029,C004,2025-07-08,1,1,1,2025-08-17,87.7,13,18.0,,5.0
E01635,L03092,C009,2025-05-03,1,1,0,,77.8,5,7.7,Active no completion,4.3
E01636,L03599,C001,2025-04-20,1,1,1,2025-05-02,97.0,14,7.5,,5.0
E01637,L03613,C008,2024-10-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01638,L02646,C004,2025-12-07,1,1,1,2026-01-06,99.4,14,17.3,,5.0
E01639,L03773,C007,2024-09-22,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01640,L02286,C009,2024-10-28,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01641,L03460,C009,2025-03-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01642,L03140,C004,2025-02-10,1,1,1,2025-03-17,97.2,8,16.5,,5.0
E01643,L02852,C006,2024-10-29,1,1,0,,33.0,4,4.2,Dropped mid-course,3.2
E01644,L02674,C009,2024-05-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E01645,L04164,C004,2025-12-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01646,L02415,C003,2025-01-22,1,1,1,2025-03-21,91.4,8,17.3,,5.0
E01647,L00394,C005,2025-06-02,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01648,L00847,C002,2025-04-04,1,1,1,2025-05-24,98.4,13,10.7,,5.0
E01649,L03854,C003,2024-12-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01650,L03482,C005,2024-10-13,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01651,L01657,C008,2024-12-24,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01652,L01515,C004,2025-05-20,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01653,L02661,C003,2025-12-29,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01654,L03819,C006,2025-12-28,1,1,1,2026-01-29,91.0,14,24.1,,4.6
E01655,L03561,C005,2024-10-11,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01656,L02250,C003,2025-01-10,1,1,1,2025-01-30,96.2,10,19.1,,5.0
E01657,L00637,C004,2024-07-15,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01658,L03188,C004,2024-04-04,1,0,0,,40.1,1,2.0,Dropped mid-course,3.3
E01659,L00383,C007,2024-03-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01660,L01651,C010,2024-05-11,1,1,1,2024-06-19,91.4,12,7.0,,5.0
E01661,L02333,C007,2024-10-16,1,1,1,2024-11-29,88.5,10,16.3,,5.0
E01662,L03221,C005,2025-05-04,1,1,1,2025-07-17,88.9,12,11.3,,5.0
E01663,L02706,C002,2024-07-05,1,0,0,,48.7,2,1.3,Dropped mid-course,3.9
E01664,L03802,C004,2024-06-23,1,1,0,,58.0,5,6.2,Dropped mid-course,3.8
E01665,L03452,C001,2024-08-30,1,1,1,2024-11-02,95.4,7,8.6,,5.0
E01666,L03349,C008,2025-09-02,1,1,1,2025-10-09,94.7,12,10.3,,5.0
E01667,L00242,C005,2025-08-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01668,L02947,C006,2025-10-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01669,L03854,C007,2024-12-25,1,1,1,2025-01-04,86.8,6,21.9,,5.0
E01670,L00773,C007,2024-11-10,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01671,L01440,C002,2024-10-11,1,1,1,2024-12-10,100.0,11,10.8,,5.0
E01672,L01205,C002,2025-12-30,1,1,1,2026-02-12,91.1,14,11.0,,5.0
E01673,L03329,C010,2025-02-22,1,1,1,2025-03-06,98.4,10,7.8,,5.0
E01674,L03606,C002,2024-07-08,1,1,1,2024-08-06,96.1,9,9.8,,5.0
E01675,L01651,C002,2024-05-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01676,L03714,C010,2024-05-15,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01677,L01658,C010,2025-12-27,1,1,1,2026-02-26,100.0,12,10.5,,5.0
E01678,L03090,C007,2025-10-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01679,L02784,C009,2024-12-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01680,L02853,C003,2024-09-24,1,1,0,,60.2,3,6.7,Active no completion,4.2
E01681,L03067,C002,2025-07-04,1,1,0,,50.9,4,4.2,Dropped mid-course,3.6
E01682,L01450,C006,2025-04-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01683,L01896,C009,2025-12-31,1,1,1,2026-03-09,93.9,14,26.4,,5.0
E01684,L03297,C002,2025-06-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01685,L01368,C006,2024-06-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01686,L00945,C008,2024-09-15,1,1,1,2024-11-22,92.4,11,11.3,,5.0
E01687,L00502,C003,2025-08-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01688,L00381,C005,2024-11-21,1,1,1,2025-01-15,96.5,6,10.5,,5.0
E01689,L02243,C009,2025-12-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01690,L01717,C010,2025-12-20,1,0,0,,18.7,1,0.8,Dropped after first lesson,2.0
E01691,L03177,C009,2024-03-23,1,1,1,2024-05-28,100.0,10,27.1,,5.0
E01692,L01928,C007,2025-06-16,1,1,1,2025-08-10,87.7,8,16.5,,4.8
E01693,L03132,C006,2025-12-30,1,0,0,,5.9,1,0.8,Dropped after enrollment,1.6
E01694,L00474,C009,2024-03-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01695,L03577,C010,2024-10-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01696,L01505,C005,2024-06-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01697,L01407,C006,2025-05-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01698,L03337,C008,2024-10-09,1,1,1,2024-12-05,98.7,7,13.5,,5.0
E01699,L00382,C001,2025-10-13,1,1,0,,73.8,5,1.7,Active no completion,4.1
E01700,L01687,C003,2024-11-24,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01701,L00520,C003,2024-11-11,1,1,1,2024-12-01,93.8,11,20.0,,5.0
E01702,L03886,C009,2024-11-02,1,1,1,2025-01-15,100.0,9,24.9,,5.0
E01703,L04184,C004,2025-06-16,1,1,1,2025-08-31,90.8,12,12.7,,4.9
E01704,L00785,C003,2025-12-21,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01705,L02565,C007,2024-08-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01706,L03959,C003,2024-06-25,1,1,0,,41.3,3,6.5,Dropped mid-course,3.0
E01707,L01608,C004,2025-05-23,1,0,0,,7.0,1,0.8,Dropped after enrollment,1.9
E01708,L02918,C005,2025-09-09,1,1,1,2025-11-06,88.0,13,11.8,,5.0
E01709,L00231,C003,2025-01-29,1,1,0,,51.7,4,3.8,Dropped mid-course,3.9
E01710,L03032,C001,2024-06-06,1,1,1,2024-08-17,94.2,10,6.7,,5.0
E01711,L01319,C007,2024-06-26,1,1,1,2024-08-21,100.0,12,22.4,,5.0
E01712,L03703,C001,2024-04-29,1,1,1,2024-07-06,92.4,14,9.4,,5.0
E01713,L00360,C002,2024-08-25,1,1,1,2024-09-16,99.3,10,9.1,,5.0
E01714,L00119,C003,2025-07-26,1,1,1,2025-09-02,93.4,11,21.5,,5.0
E01715,L03422,C003,2025-12-16,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01716,L03050,C009,2025-08-24,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01717,L02642,C007,2025-06-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01718,L03603,C001,2024-03-24,1,1,1,2024-04-04,87.1,7,9.7,,5.0
E01719,L02833,C008,2025-07-02,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01720,L00014,C007,2025-10-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01721,L01463,C003,2024-11-08,1,1,1,2024-11-29,98.9,9,15.2,,5.0
E01722,L00365,C006,2025-12-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01723,L03057,C005,2024-04-01,1,1,1,2024-05-13,100.0,8,10.9,,5.0
E01724,L03927,C007,2025-06-06,1,1,1,2025-07-17,99.6,7,18.9,,5.0
E01725,L01641,C002,2025-12-04,1,1,1,2025-12-23,100.0,8,12.6,,5.0
E01726,L01706,C005,2024-04-16,1,1,1,2024-05-05,89.3,10,14.8,,5.0
E01727,L02125,C003,2025-05-14,1,1,1,2025-06-30,88.0,12,21.6,,5.0
E01728,L02822,C003,2025-01-11,1,1,1,2025-02-25,97.9,12,18.6,,5.0
E01729,L03810,C003,2024-06-03,1,1,0,,64.0,5,7.2,Active no completion,3.2
E01730,L04024,C002,2025-10-22,1,1,1,2025-11-26,88.8,13,11.0,,5.0
E01731,L00421,C001,2025-02-17,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01732,L01973,C008,2025-12-01,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01733,L03263,C006,2025-12-24,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01734,L01860,C003,2024-04-03,1,1,1,2024-05-05,100.0,11,14.8,,5.0
E01735,L00742,C008,2025-08-05,1,0,0,,30.1,1,1.3,Dropped mid-course,3.0
E01736,L00347,C009,2025-11-06,1,1,0,,39.2,5,3.0,Dropped mid-course,3.0
E01737,L02675,C006,2025-06-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01738,L00338,C007,2025-02-09,1,1,1,2025-02-18,89.6,14,23.0,,5.0
E01739,L00333,C008,2024-07-11,1,1,1,2024-08-04,86.5,13,11.0,,5.0
E01740,L04107,C005,2024-03-26,1,1,1,2024-04-16,97.3,6,14.3,,5.0
E01741,L01231,C008,2025-09-29,1,1,1,2025-10-11,89.8,14,13.7,,5.0
E01742,L00076,C003,2024-01-14,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01743,L03310,C007,2025-12-24,1,1,1,2026-02-01,92.5,7,18.7,,5.0
E01744,L02576,C004,2025-05-28,1,1,1,2025-06-18,92.0,8,17.4,,5.0
E01745,L02625,C006,2024-04-07,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01746,L02028,C002,2025-07-01,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E01747,L01354,C006,2025-01-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01748,L01376,C009,2025-01-17,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01749,L00877,C006,2024-10-30,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01750,L03305,C004,2025-06-22,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E01751,L03885,C008,2024-11-15,1,1,1,2025-02-02,95.3,13,14.1,,5.0
E01752,L03514,C004,2025-03-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.7
E01753,L02185,C003,2025-03-06,1,1,0,,55.7,3,5.4,Dropped mid-course,3.0
E01754,L00934,C009,2025-03-15,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01755,L01654,C009,2025-08-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E01756,L01440,C003,2024-09-22,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01757,L00700,C003,2024-11-10,1,1,1,2024-11-27,99.3,12,16.6,,5.0
E01758,L01431,C007,2025-06-25,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01759,L02665,C010,2025-02-09,1,1,1,2025-02-27,100.0,9,8.2,,5.0
E01760,L03087,C005,2025-06-23,1,1,1,2025-09-04,93.4,7,13.2,,5.0
E01761,L03377,C005,2024-06-11,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E01762,L01678,C002,2024-02-20,1,1,1,2024-03-03,87.7,10,10.8,,4.9
E01763,L01460,C002,2025-02-05,1,1,1,2025-03-07,100.0,12,8.8,,5.0
E01764,L03210,C001,2024-12-26,1,1,1,2025-02-13,100.0,13,6.7,,5.0
E01765,L01934,C009,2025-01-22,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01766,L00480,C007,2025-12-24,1,1,1,2026-02-05,86.3,14,23.4,,5.0
E01767,L03651,C002,2025-04-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01768,L02681,C003,2025-06-28,1,1,0,,77.0,5,6.6,Active no completion,4.4
E01769,L03299,C008,2024-08-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01770,L04147,C005,2024-05-09,1,1,1,2024-05-21,100.0,9,13.0,,5.0
E01771,L00024,C001,2025-12-23,1,1,1,2026-03-12,100.0,8,8.1,,5.0
E01772,L01745,C002,2024-04-11,1,1,1,2024-05-03,97.3,7,11.6,,5.0
E01773,L02891,C007,2025-04-08,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01774,L03263,C005,2025-12-23,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01775,L03912,C003,2025-04-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01776,L00177,C002,2024-10-10,1,1,1,2024-11-25,95.4,9,11.8,,5.0
E01777,L00150,C006,2025-01-05,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01778,L03411,C010,2025-11-07,1,1,1,2026-01-13,89.3,8,8.8,,4.8
E01779,L01660,C004,2024-02-16,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01780,L01971,C004,2025-11-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01781,L03706,C002,2025-11-05,1,1,1,2025-11-26,95.8,12,9.6,,5.0
E01782,L02267,C010,2025-01-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01783,L03829,C002,2024-08-20,1,1,1,2024-08-28,87.1,11,10.7,,5.0
E01784,L02305,C005,2025-11-05,1,0,0,,23.4,1,1.0,Dropped after first lesson,2.1
E01785,L01355,C005,2024-04-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01786,L01311,C006,2024-09-11,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01787,L03981,C006,2025-11-23,0,0,0,,0.0,0,0.0,Enrolled not started,2.0
E01788,L02054,C006,2024-11-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01789,L01678,C003,2024-04-04,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E01790,L01166,C009,2025-02-17,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01791,L00978,C003,2024-03-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E01792,L00381,C004,2025-01-16,1,1,1,2025-04-03,100.0,8,13.4,,5.0
E01793,L01029,C006,2024-09-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01794,L01093,C008,2024-10-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01795,L03064,C005,2025-08-14,1,1,1,2025-10-08,92.0,13,15.5,,5.0
E01796,L01673,C005,2024-09-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01797,L01268,C004,2024-04-21,1,1,1,2024-06-01,96.5,10,18.1,,5.0
E01798,L04104,C010,2024-04-27,1,1,1,2024-07-14,99.3,6,7.6,,5.0
E01799,L00789,C006,2024-05-18,1,1,0,,43.7,3,2.9,Dropped mid-course,2.6
E01800,L04122,C006,2025-01-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01801,L04117,C003,2024-10-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01802,L02089,C005,2024-07-28,1,1,1,2024-10-11,97.9,13,12.6,,5.0
E01803,L01922,C003,2025-11-07,1,1,1,2025-11-15,100.0,8,21.5,,5.0
E01804,L02386,C010,2025-12-31,1,1,1,2026-02-01,98.1,14,8.1,,5.0
E01805,L02082,C008,2024-06-10,1,0,0,,10.7,1,0.8,Dropped after first lesson,2.4
E01806,L00938,C008,2024-04-03,1,1,1,2024-05-11,95.7,10,9.7,,5.0
E01807,L03605,C004,2024-06-22,1,1,1,2024-09-09,92.9,6,16.9,,4.9
E01808,L01096,C001,2024-03-15,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01809,L00307,C009,2024-03-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01810,L01664,C008,2025-06-08,1,0,0,,44.6,2,4.3,Dropped mid-course,2.6
E01811,L02587,C007,2024-12-06,1,1,1,2025-02-21,92.0,8,15.1,,5.0
E01812,L04176,C010,2025-10-27,1,1,1,2025-12-02,90.8,8,8.5,,5.0
E01813,L02735,C010,2025-01-28,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E01814,L04186,C007,2024-04-30,1,1,0,,41.8,3,2.7,Dropped mid-course,3.1
E01815,L01879,C006,2024-05-30,0,0,0,,0.0,0,0.0,Enrolled not started,2.5
E01816,L00705,C008,2025-02-24,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E01817,L02563,C010,2024-12-03,1,1,1,2025-01-19,96.3,12,7.2,,5.0
E01818,L01834,C010,2024-05-02,1,1,1,2024-07-07,93.9,10,7.0,,5.0
E01819,L01625,C009,2025-11-29,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01820,L02583,C005,2025-03-29,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01821,L01042,C005,2025-01-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01822,L02990,C004,2024-02-23,1,1,1,2024-03-02,100.0,12,14.6,,5.0
E01823,L00360,C005,2024-10-03,1,1,1,2024-10-26,97.8,7,13.4,,5.0
E01824,L01098,C002,2025-11-12,1,1,1,2026-01-19,99.9,13,9.8,,5.0
E01825,L02009,C006,2025-06-27,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01826,L02312,C002,2024-03-06,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01827,L00115,C007,2025-09-05,1,1,1,2025-10-16,97.0,14,22.2,,5.0
E01828,L01496,C006,2025-08-29,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01829,L01443,C010,2024-09-08,1,1,1,2024-10-12,97.3,10,9.6,,5.0
E01830,L04095,C009,2024-04-03,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01831,L03778,C001,2025-08-17,1,1,1,2025-10-04,93.1,10,7.5,,5.0
E01832,L00433,C004,2025-10-29,1,1,1,2025-11-14,96.4,7,12.4,,5.0
E01833,L04050,C006,2024-10-10,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01834,L03710,C003,2025-10-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.0
E01835,L00368,C006,2025-08-01,1,0,0,,19.6,2,5.3,Dropped after first lesson,2.5
E01836,L02312,C006,2024-05-18,1,0,0,,29.8,1,0.8,Dropped mid-course,2.1
E01837,L00974,C010,2025-10-19,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01838,L02951,C002,2025-08-03,1,1,1,2025-09-18,91.4,11,9.6,,5.0
E01839,L00037,C004,2025-11-19,1,1,1,2025-12-07,93.3,6,15.1,,5.0
E01840,L03517,C004,2025-11-15,1,1,1,2026-01-26,100.0,9,17.3,,5.0
E01841,L00326,C004,2024-03-25,0,0,0,,0.0,0,0.0,Enrolled not started,1.8
E01842,L01321,C007,2025-02-22,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01843,L00630,C010,2025-12-30,1,1,1,2026-03-20,96.9,9,8.8,,5.0
E01844,L01561,C007,2024-07-17,1,1,1,2024-08-07,98.9,12,20.2,,5.0
E01845,L02513,C001,2025-08-02,1,1,1,2025-09-10,95.6,8,9.0,,5.0
E01846,L03659,C008,2024-07-30,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01847,L02066,C008,2025-09-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01848,L03572,C004,2025-02-22,1,1,1,2025-03-19,100.0,14,12.4,,5.0
E01849,L02793,C003,2024-12-30,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01850,L02672,C002,2024-09-20,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01851,L03959,C010,2024-07-20,1,0,0,,28.9,1,2.1,Dropped mid-course,2.4
E01852,L01340,C002,2025-09-24,1,0,0,,27.5,1,1.2,Dropped mid-course,2.5
E01853,L01142,C006,2025-07-27,0,0,0,,0.0,0,0.0,Enrolled not started,1.2
E01854,L01014,C010,2025-05-12,1,1,1,2025-07-03,100.0,11,7.3,,5.0
E01855,L02666,C009,2025-02-05,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01856,L01478,C004,2024-10-16,1,0,0,,8.1,1,1.7,Dropped after enrollment,2.0
E01857,L00208,C006,2025-07-31,1,0,0,,24.6,2,3.7,Dropped after first lesson,2.1
E01858,L02371,C002,2025-10-30,1,1,1,2025-11-30,90.1,11,10.6,,5.0
E01859,L03636,C007,2025-11-25,1,1,1,2025-12-07,92.4,7,18.2,,5.0
E01860,L02888,C005,2025-11-05,1,1,0,,85.2,7,7.7,Active no completion,3.7
E01861,L01851,C007,2024-09-20,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01862,L03053,C010,2024-11-01,1,1,1,2024-12-10,93.0,14,9.6,,5.0
E01863,L02370,C009,2025-12-30,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01864,L02557,C010,2025-09-27,1,1,1,2025-11-10,86.9,7,7.6,,5.0
E01865,L03514,C003,2025-02-17,1,1,1,2025-03-13,89.7,11,15.2,,5.0
E01866,L03025,C010,2024-03-29,1,1,0,,35.5,3,1.5,Dropped mid-course,2.5
E01867,L00950,C010,2025-09-23,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01868,L02090,C005,2025-04-29,1,1,0,,56.4,3,1.4,Dropped mid-course,3.3
E01869,L01804,C005,2025-01-23,1,1,1,2025-02-02,96.2,10,13.9,,5.0
E01870,L00262,C001,2025-10-21,1,1,1,2025-11-30,100.0,11,8.9,,5.0
E01871,L00853,C008,2024-05-22,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01872,L02813,C005,2025-02-22,1,1,1,2025-03-24,91.4,10,16.2,,5.0
E01873,L03184,C004,2025-08-12,1,1,1,2025-09-10,98.9,6,15.9,,5.0
E01874,L01560,C010,2024-05-11,1,1,1,2024-07-09,97.4,11,8.7,,5.0
E01875,L02026,C010,2024-03-23,1,1,1,2024-05-04,99.6,9,8.2,,5.0
E01876,L01892,C009,2024-12-25,1,1,0,,63.7,4,6.7,Active no completion,3.5
E01877,L03478,C009,2025-11-28,0,0,0,,0.0,0,0.0,Enrolled not started,2.4
E01878,L01885,C006,2025-03-01,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01879,L03036,C007,2025-05-21,0,0,0,,0.0,0,0.0,Enrolled not started,1.6
E01880,L03031,C006,2025-01-21,0,0,0,,0.0,0,0.0,Enrolled not started,2.2
E01881,L03803,C005,2024-04-17,0,0,0,,0.0,0,0.0,Enrolled not started,2.6
E01882,L00290,C008,2024-02-29,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01883,L02337,C006,2025-01-18,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01884,L01049,C008,2025-06-28,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01885,L02220,C008,2025-08-05,1,1,1,2025-08-19,100.0,12,14.1,,5.0
E01886,L03865,C006,2025-12-09,0,0,0,,0.0,0,0.0,Enrolled not started,2.3
E01887,L02948,C005,2024-08-23,1,0,0,,23.1,1,2.7,Dropped after first lesson,2.4
E01888,L02261,C005,2024-08-20,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01889,L02013,C007,2025-12-04,0,0,0,,0.0,0,0.0,Enrolled not started,1.3
E01890,L00065,C005,2025-02-07,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01891,L01913,C004,2024-05-04,1,1,0,,79.7,6,4.1,Active no completion,4.7
E01892,L02339,C005,2024-05-31,1,1,1,2024-07-01,100.0,13,12.2,,5.0
E01893,L03577,C004,2024-12-02,1,1,1,2025-02-16,86.1,8,16.4,,5.0
E01894,L03393,C002,2024-08-22,1,0,0,,32.4,2,3.1,Dropped mid-course,2.7
E01895,L01553,C003,2025-01-14,1,0,0,,25.0,1,0.8,Dropped mid-course,1.7
E01896,L02797,C008,2025-09-09,1,1,1,2025-10-15,99.0,12,12.7,,5.0
E01897,L01322,C005,2024-05-21,1,1,1,2024-07-14,100.0,11,13.4,,5.0
E01898,L01324,C007,2025-08-12,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01899,L03719,C005,2025-03-26,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01900,L02280,C001,2025-09-19,1,1,1,2025-11-16,94.5,13,6.1,,5.0
E01901,L01402,C006,2024-09-04,1,1,1,2024-10-21,100.0,9,24.6,,5.0
E01902,L00618,C001,2024-06-19,1,1,1,2024-08-24,87.8,7,7.7,,4.4
E01903,L03329,C004,2025-02-19,1,1,1,2025-03-27,96.4,9,12.4,,5.0
E01904,L02315,C004,2025-10-07,1,1,1,2025-11-29,90.6,8,15.4,,4.8
E01905,L02420,C003,2025-07-09,0,0,0,,0.0,0,0.0,Enrolled not started,1.5
E01906,L00057,C006,2024-09-13,0,0,0,,0.0,0,0.0,Enrolled not started,2.1
E01907,L03496,C005,2025-01-05,0,0,0,,0.0,0,0.0,Enrolled not started,1.4
E01908,L00671,C006,2024-03-23,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01909,L03949,C006,2025-09-11,0,0,0,,0.0,0,0.0,Enrolled not started,1.1
E01910,L00065,C002,2024-12-29,1,1,1,2025-03-19,96.6,8,9.1,,5.0
E01911,L03817,C005,2025-03-13,0,0,0,,0.0,0,0.0,Enrolled not started,1.9
E01912,L01071,C008,2024-11-03,1,0,0,,19.7,2,0.8,Dropped after first lesson,2.4
