event_id,learner_id,course_id,activity_date,days_since_enrollment,returned_flag
R003145,L04063,C009,2025-05-23,1,0
R003146,L04063,C009,2025-05-29,7,0
R003147,L04063,C009,2025-06-05,14,0
R003148,L04063,C009,2025-06-21,30,0
R003149,L03237,C008,2024-06-13,1,1
R003150,L03237,C008,2024-06-19,7,1
R003151,L03237,C008,2024-06-26,14,1
R003152,L03237,C008,2024-07-12,30,0
R003153,L02091,C010,2024-11-01,1,0
R003154,L02091,C010,2024-11-07,7,0
R003155,L02091,C010,2024-11-14,14,0
R003156,L02091,C010,2024-11-30,30,0
R003157,L01337,C003,2024-08-08,1,1
R003158,L01337,C003,2024-08-14,7,1
R003159,L01337,C003,2024-08-21,14,1
R003160,L01337,C003,2024-09-06,30,1
R003161,L03994,C007,2025-03-23,1,0
R003162,L03994,C007,2025-03-29,7,0
R003163,L03994,C007,2025-04-05,14,0
R003164,L03994,C007,2025-04-21,30,0
R003165,L00995,C003,2024-12-06,1,0
R003166,L00995,C003,2024-12-12,7,0
R003167,L00995,C003,2024-12-19,14,0
R003168,L00995,C003,2025-01-04,30,0
R003169,L01957,C005,2024-08-05,1,1
R003170,L01957,C005,2024-08-11,7,0
R003171,L01957,C005,2024-08-18,14,1
R003172,L01957,C005,2024-09-03,30,0
R003173,L03276,C004,2025-07-15,1,1
R003174,L03276,C004,2025-07-21,7,1
R003175,L03276,C004,2025-07-28,14,1
R003176,L03276,C004,2025-08-13,30,1
R003177,L02869,C006,2025-11-05,1,1
R003178,L02869,C006,2025-11-11,7,1
R003179,L02869,C006,2025-11-18,14,1
R003180,L02869,C006,2025-12-04,30,1
R003181,L02962,C002,2024-09-25,1,0
R003182,L02962,C002,2024-10-01,7,0
R003183,L02962,C002,2024-10-08,14,0
R003184,L02962,C002,2024-10-24,30,0
R003185,L00400,C002,2024-10-30,1,1
R003186,L00400,C002,2024-11-05,7,0
R003187,L00400,C002,2024-11-12,14,1
R003188,L00400,C002,2024-11-28,30,1
R003189,L00344,C003,2024-07-13,1,0
R003190,L00344,C003,2024-07-19,7,1
R003191,L00344,C003,2024-07-26,14,0
R003192,L00344,C003,2024-08-11,30,0
R003193,L01297,C005,2024-05-14,1,0
R003194,L01297,C005,2024-05-20,7,0
R003195,L01297,C005,2024-05-27,14,0
R003196,L01297,C005,2024-06-12,30,0
R003197,L00446,C008,2025-12-03,1,0
R003198,L00446,C008,2025-12-09,7,0
R003199,L00446,C008,2025-12-16,14,0
R003200,L00446,C008,2026-01-01,30,0
R003201,L02415,C009,2025-02-11,1,1
R003202,L02415,C009,2025-02-17,7,0
R003203,L02415,C009,2025-02-24,14,1
R003204,L02415,C009,2025-03-12,30,0
R003205,L00499,C003,2025-12-27,1,0
R003206,L00499,C003,2026-01-02,7,0
R003207,L00499,C003,2026-01-09,14,0
R003208,L00499,C003,2026-01-25,30,0
R003209,L00549,C008,2025-11-14,1,1
R003210,L00549,C008,2025-11-20,7,1
R003211,L00549,C008,2025-11-27,14,0
R003212,L00549,C008,2025-12-13,30,0
R003213,L02280,C002,2025-08-29,1,1
R003214,L02280,C002,2025-09-04,7,1
R003215,L02280,C002,2025-09-11,14,1
R003216,L02280,C002,2025-09-27,30,1
R003217,L00704,C004,2025-06-15,1,0
R003218,L00704,C004,2025-06-21,7,0
R003219,L00704,C004,2025-06-28,14,0
R003220,L00704,C004,2025-07-14,30,0
R003221,L00348,C009,2025-01-11,1,0
R003222,L00348,C009,2025-01-17,7,0
R003223,L00348,C009,2025-01-24,14,0
R003224,L00348,C009,2025-02-09,30,0
R003225,L01878,C007,2024-08-19,1,0
R003226,L01878,C007,2024-08-25,7,0
R003227,L01878,C007,2024-09-01,14,0
R003228,L01878,C007,2024-09-17,30,0
R003229,L01490,C002,2025-09-30,1,1
R003230,L01490,C002,2025-10-06,7,1
R003231,L01490,C002,2025-10-13,14,1
R003232,L01490,C002,2025-10-29,30,1
R003233,L02070,C006,2025-07-15,1,0
R003234,L02070,C006,2025-07-21,7,0
R003235,L02070,C006,2025-07-28,14,0
R003236,L02070,C006,2025-08-13,30,0
R003237,L04131,C003,2024-10-10,1,0
R003238,L04131,C003,2024-10-16,7,0
R003239,L04131,C003,2024-10-23,14,0
R003240,L04131,C003,2024-11-08,30,0
R003241,L00089,C004,2025-07-04,1,0
R003242,L00089,C004,2025-07-10,7,0
R003243,L00089,C004,2025-07-17,14,0
R003244,L00089,C004,2025-08-02,30,0
R003245,L04135,C005,2025-12-27,1,1
R003246,L04135,C005,2026-01-02,7,1
R003247,L04135,C005,2026-01-09,14,1
R003248,L04135,C005,2026-01-25,30,1
R003249,L00923,C003,2024-04-19,1,1
R003250,L00923,C003,2024-04-25,7,0
R003251,L00923,C003,2024-05-02,14,1
R003252,L00923,C003,2024-05-18,30,0
R003253,L02927,C003,2024-10-25,1,1
R003254,L02927,C003,2024-10-31,7,1
R003255,L02927,C003,2024-11-07,14,1
R003256,L02927,C003,2024-11-23,30,0
R003257,L00549,C007,2025-09-22,1,0
R003258,L00549,C007,2025-09-28,7,0
R003259,L00549,C007,2025-10-05,14,1
R003260,L00549,C007,2025-10-21,30,0
R003261,L01832,C010,2025-03-09,1,0
R003262,L01832,C010,2025-03-15,7,0
R003263,L01832,C010,2025-03-22,14,0
R003264,L01832,C010,2025-04-07,30,0
R003265,L04130,C010,2024-06-07,1,1
R003266,L04130,C010,2024-06-13,7,1
R003267,L04130,C010,2024-06-20,14,1
R003268,L04130,C010,2024-07-06,30,0
R003269,L00272,C004,2025-09-13,1,0
R003270,L00272,C004,2025-09-19,7,0
R003271,L00272,C004,2025-09-26,14,0
R003272,L00272,C004,2025-10-12,30,0
R003273,L02554,C008,2024-07-27,1,0
R003274,L02554,C008,2024-08-02,7,0
R003275,L02554,C008,2024-08-09,14,0
R003276,L02554,C008,2024-08-25,30,0
R003277,L01827,C005,2024-08-06,1,1
R003278,L01827,C005,2024-08-12,7,1
R003279,L01827,C005,2024-08-19,14,1
R003280,L01827,C005,2024-09-04,30,1
R003281,L01815,C007,2025-10-23,1,0
R003282,L01815,C007,2025-10-29,7,0
R003283,L01815,C007,2025-11-05,14,1
R003284,L01815,C007,2025-11-21,30,0
R003285,L04176,C003,2025-11-27,1,1
R003286,L04176,C003,2025-12-03,7,1
R003287,L04176,C003,2025-12-10,14,0
R003288,L04176,C003,2025-12-26,30,0
R003289,L00088,C004,2024-05-08,1,1
R003290,L00088,C004,2024-05-14,7,0
R003291,L00088,C004,2024-05-21,14,1
R003292,L00088,C004,2024-06-06,30,1
R003293,L03348,C005,2024-02-23,1,1
R003294,L03348,C005,2024-02-29,7,1
R003295,L03348,C005,2024-03-07,14,1
R003296,L03348,C005,2024-03-23,30,1
R003297,L01606,C007,2024-12-27,1,0
R003298,L01606,C007,2025-01-02,7,0
R003299,L01606,C007,2025-01-09,14,0
R003300,L01606,C007,2025-01-25,30,0
R003301,L03407,C004,2024-10-02,1,1
R003302,L03407,C004,2024-10-08,7,1
R003303,L03407,C004,2024-10-15,14,0
R003304,L03407,C004,2024-10-31,30,0
R003305,L01190,C002,2024-06-27,1,1
R003306,L01190,C002,2024-07-03,7,1
R003307,L01190,C002,2024-07-10,14,1
R003308,L01190,C002,2024-07-26,30,1
R003309,L00482,C009,2025-12-28,1,0
R003310,L00482,C009,2026-01-03,7,0
R003311,L00482,C009,2026-01-10,14,0
R003312,L00482,C009,2026-01-26,30,0
R003313,L03037,C005,2024-07-01,1,0
R003314,L03037,C005,2024-07-07,7,0
R003315,L03037,C005,2024-07-14,14,0
R003316,L03037,C005,2024-07-30,30,0
R003317,L01573,C002,2025-11-21,1,1
R003318,L01573,C002,2025-11-27,7,1
R003319,L01573,C002,2025-12-04,14,1
R003320,L01573,C002,2025-12-20,30,1
R003321,L01029,C004,2024-06-20,1,1
R003322,L01029,C004,2024-06-26,7,1
R003323,L01029,C004,2024-07-03,14,1
R003324,L01029,C004,2024-07-19,30,1
R003325,L02685,C003,2025-05-27,1,0
R003326,L02685,C003,2025-06-02,7,0
R003327,L02685,C003,2025-06-09,14,0
R003328,L02685,C003,2025-06-25,30,0
R003329,L00297,C010,2024-02-15,1,0
R003330,L00297,C010,2024-02-21,7,1
R003331,L00297,C010,2024-02-28,14,1
R003332,L00297,C010,2024-03-15,30,1
R003333,L03833,C010,2025-07-30,1,1
R003334,L03833,C010,2025-08-05,7,1
R003335,L03833,C010,2025-08-12,14,1
R003336,L03833,C010,2025-08-28,30,1
R003337,L02369,C001,2024-06-08,1,1
R003338,L02369,C001,2024-06-14,7,1
R003339,L02369,C001,2024-06-21,14,0
R003340,L02369,C001,2024-07-07,30,0
R003341,L00299,C008,2025-07-12,1,0
R003342,L00299,C008,2025-07-18,7,0
R003343,L00299,C008,2025-07-25,14,0
R003344,L00299,C008,2025-08-10,30,0
R003345,L02091,C007,2024-10-25,1,1
R003346,L02091,C007,2024-10-31,7,1
R003347,L02091,C007,2024-11-07,14,1
R003348,L02091,C007,2024-11-23,30,1
R003349,L01882,C003,2024-03-08,1,1
R003350,L01882,C003,2024-03-14,7,1
R003351,L01882,C003,2024-03-21,14,1
R003352,L01882,C003,2024-04-06,30,1
R003353,L00381,C003,2024-12-21,1,1
R003354,L00381,C003,2024-12-27,7,1
R003355,L00381,C003,2025-01-03,14,1
R003356,L00381,C003,2025-01-19,30,1
R003357,L02184,C004,2025-10-14,1,0
R003358,L02184,C004,2025-10-20,7,0
R003359,L02184,C004,2025-10-27,14,0
R003360,L02184,C004,2025-11-12,30,0
R003361,L00682,C009,2025-03-05,1,1
R003362,L00682,C009,2025-03-11,7,0
R003363,L00682,C009,2025-03-18,14,1
R003364,L00682,C009,2025-04-03,30,0
R003365,L00134,C007,2025-12-24,1,0
R003366,L00134,C007,2025-12-30,7,0
R003367,L00134,C007,2026-01-06,14,0
R003368,L00134,C007,2026-01-22,30,0
R003369,L01623,C007,2024-11-23,1,1
R003370,L01623,C007,2024-11-29,7,1
R003371,L01623,C007,2024-12-06,14,1
R003372,L01623,C007,2024-12-22,30,0
R003373,L01632,C003,2025-03-28,1,1
R003374,L01632,C003,2025-04-03,7,0
R003375,L01632,C003,2025-04-10,14,1
R003376,L01632,C003,2025-04-26,30,0
R003377,L02486,C010,2025-12-30,1,0
R003378,L02486,C010,2026-01-05,7,0
R003379,L02486,C010,2026-01-12,14,0
R003380,L02486,C010,2026-01-28,30,0
R003381,L02995,C008,2024-10-14,1,0
R003382,L02995,C008,2024-10-20,7,0
R003383,L02995,C008,2024-10-27,14,0
R003384,L02995,C008,2024-11-12,30,0
R003385,L04005,C002,2025-12-04,1,1
R003386,L04005,C002,2025-12-10,7,1
R003387,L04005,C002,2025-12-17,14,1
R003388,L04005,C002,2026-01-02,30,0
R003389,L01087,C008,2025-04-20,1,1
R003390,L01087,C008,2025-04-26,7,1
R003391,L01087,C008,2025-05-03,14,1
R003392,L01087,C008,2025-05-19,30,0
R003393,L01801,C006,2025-03-27,1,0
R003394,L01801,C006,2025-04-02,7,0
R003395,L01801,C006,2025-04-09,14,0
R003396,L01801,C006,2025-04-25,30,0
R003397,L00584,C009,2025-07-18,1,1
R003398,L00584,C009,2025-07-24,7,0
R003399,L00584,C009,2025-07-31,14,1
R003400,L00584,C009,2025-08-16,30,1
R003401,L03664,C007,2024-12-20,1,1
R003402,L03664,C007,2024-12-26,7,0
R003403,L03664,C007,2025-01-02,14,1
R003404,L03664,C007,2025-01-18,30,0
R003405,L03532,C009,2025-05-22,1,0
R003406,L03532,C009,2025-05-28,7,0
R003407,L03532,C009,2025-06-04,14,0
R003408,L03532,C009,2025-06-20,30,0
R003409,L03997,C001,2025-09-10,1,0
R003410,L03997,C001,2025-09-16,7,0
R003411,L03997,C001,2025-09-23,14,0
R003412,L03997,C001,2025-10-09,30,0
R003413,L00245,C006,2024-10-17,1,0
R003414,L00245,C006,2024-10-23,7,0
R003415,L00245,C006,2024-10-30,14,0
R003416,L00245,C006,2024-11-15,30,0
R003417,L03546,C006,2024-07-07,1,0
R003418,L03546,C006,2024-07-13,7,0
R003419,L03546,C006,2024-07-20,14,0
R003420,L03546,C006,2024-08-05,30,0
R003421,L00289,C009,2025-08-08,1,0
R003422,L00289,C009,2025-08-14,7,0
R003423,L00289,C009,2025-08-21,14,0
R003424,L00289,C009,2025-09-06,30,0
R003425,L03875,C008,2024-09-20,1,1
R003426,L03875,C008,2024-09-26,7,1
R003427,L03875,C008,2024-10-03,14,1
R003428,L03875,C008,2024-10-19,30,0
R003429,L03424,C006,2025-09-02,1,1
R003430,L03424,C006,2025-09-08,7,1
R003431,L03424,C006,2025-09-15,14,1
R003432,L03424,C006,2025-10-01,30,1
R003433,L02877,C003,2025-12-26,1,1
R003434,L02877,C003,2026-01-01,7,1
R003435,L02877,C003,2026-01-08,14,1
R003436,L02877,C003,2026-01-24,30,1
R003437,L00811,C001,2025-08-11,1,0
R003438,L00811,C001,2025-08-17,7,0
R003439,L00811,C001,2025-08-24,14,0
R003440,L00811,C001,2025-09-09,30,0
R003441,L00637,C006,2024-08-12,1,0
R003442,L00637,C006,2024-08-18,7,0
R003443,L00637,C006,2024-08-25,14,0
R003444,L00637,C006,2024-09-10,30,0
R003445,L03937,C003,2024-08-20,1,1
R003446,L03937,C003,2024-08-26,7,1
R003447,L03937,C003,2024-09-02,14,1
R003448,L03937,C003,2024-09-18,30,1
R003449,L04168,C006,2024-08-20,1,0
R003450,L04168,C006,2024-08-26,7,0
R003451,L04168,C006,2024-09-02,14,0
R003452,L04168,C006,2024-09-18,30,0
R003453,L03591,C007,2024-09-06,1,1
R003454,L03591,C007,2024-09-12,7,1
R003455,L03591,C007,2024-09-19,14,1
R003456,L03591,C007,2024-10-05,30,1
R003457,L01856,C002,2025-05-30,1,1
R003458,L01856,C002,2025-06-05,7,1
R003459,L01856,C002,2025-06-12,14,1
R003460,L01856,C002,2025-06-28,30,1
R003461,L00904,C004,2024-04-30,1,1
R003462,L00904,C004,2024-05-06,7,1
R003463,L00904,C004,2024-05-13,14,0
R003464,L00904,C004,2024-05-29,30,1
R003465,L00083,C006,2025-09-23,1,0
R003466,L00083,C006,2025-09-29,7,0
R003467,L00083,C006,2025-10-06,14,0
R003468,L00083,C006,2025-10-22,30,0
R003469,L02771,C002,2024-08-25,1,0
R003470,L02771,C002,2024-08-31,7,0
R003471,L02771,C002,2024-09-07,14,0
R003472,L02771,C002,2024-09-23,30,0
R003473,L00503,C003,2025-05-09,1,0
R003474,L00503,C003,2025-05-15,7,0
R003475,L00503,C003,2025-05-22,14,0
R003476,L00503,C003,2025-06-07,30,0
R003477,L01039,C006,2024-09-06,1,1
R003478,L01039,C006,2024-09-12,7,1
R003479,L01039,C006,2024-09-19,14,1
R003480,L01039,C006,2024-10-05,30,1
R003481,L02235,C006,2024-09-12,1,1
R003482,L02235,C006,2024-09-18,7,1
R003483,L02235,C006,2024-09-25,14,1
R003484,L02235,C006,2024-10-11,30,1
R003485,L03836,C001,2024-12-05,1,1
R003486,L03836,C001,2024-12-11,7,1
R003487,L03836,C001,2024-12-18,14,1
R003488,L03836,C001,2025-01-03,30,0
R003489,L01378,C009,2024-08-28,1,0
R003490,L01378,C009,2024-09-03,7,0
R003491,L01378,C009,2024-09-10,14,0
R003492,L01378,C009,2024-09-26,30,0
R003493,L03603,C005,2024-05-18,1,1
R003494,L03603,C005,2024-05-24,7,1
R003495,L03603,C005,2024-05-31,14,1
R003496,L03603,C005,2024-06-16,30,0
R003497,L03585,C005,2025-10-22,1,1
R003498,L03585,C005,2025-10-28,7,1
R003499,L03585,C005,2025-11-04,14,1
R003500,L03585,C005,2025-11-20,30,1
R003501,L01770,C001,2024-04-08,1,1
R003502,L01770,C001,2024-04-14,7,1
R003503,L01770,C001,2024-04-21,14,1
R003504,L01770,C001,2024-05-07,30,1
R003505,L03199,C006,2025-12-23,1,1
R003506,L03199,C006,2025-12-29,7,0
R003507,L03199,C006,2026-01-05,14,1
R003508,L03199,C006,2026-01-21,30,1
R003509,L03603,C002,2024-05-01,1,0
R003510,L03603,C002,2024-05-07,7,0
R003511,L03603,C002,2024-05-14,14,0
R003512,L03603,C002,2024-05-30,30,0
R003513,L03701,C005,2025-07-17,1,0
R003514,L03701,C005,2025-07-23,7,0
R003515,L03701,C005,2025-07-30,14,0
R003516,L03701,C005,2025-08-15,30,0
R003517,L04155,C010,2024-07-15,1,1
R003518,L04155,C010,2024-07-21,7,1
R003519,L04155,C010,2024-07-28,14,1
R003520,L04155,C010,2024-08-13,30,0
R003521,L02066,C010,2025-08-26,1,0
R003522,L02066,C010,2025-09-01,7,0
R003523,L02066,C010,2025-09-08,14,0
R003524,L02066,C010,2025-09-24,30,0
R003525,L03516,C003,2025-03-09,1,1
R003526,L03516,C003,2025-03-15,7,1
R003527,L03516,C003,2025-03-22,14,1
R003528,L03516,C003,2025-04-07,30,1
R003529,L00983,C010,2025-11-23,1,0
R003530,L00983,C010,2025-11-29,7,1
R003531,L00983,C010,2025-12-06,14,1
R003532,L00983,C010,2025-12-22,30,1
R003533,L02135,C009,2025-05-03,1,1
R003534,L02135,C009,2025-05-09,7,1
R003535,L02135,C009,2025-05-16,14,1
R003536,L02135,C009,2025-06-01,30,1
R003537,L03620,C006,2025-03-11,1,1
R003538,L03620,C006,2025-03-17,7,1
R003539,L03620,C006,2025-03-24,14,1
R003540,L03620,C006,2025-04-09,30,1
R003541,L03670,C007,2025-06-29,1,0
R003542,L03670,C007,2025-07-05,7,0
R003543,L03670,C007,2025-07-12,14,0
R003544,L03670,C007,2025-07-28,30,0
R003545,L04115,C005,2024-10-29,1,0
R003546,L04115,C005,2024-11-04,7,0
R003547,L04115,C005,2024-11-11,14,0
R003548,L04115,C005,2024-11-27,30,0
R003549,L01527,C008,2025-05-19,1,1
R003550,L01527,C008,2025-05-25,7,1
R003551,L01527,C008,2025-06-01,14,1
R003552,L01527,C008,2025-06-17,30,0
R003553,L02824,C007,2024-04-14,1,0
R003554,L02824,C007,2024-04-20,7,0
R003555,L02824,C007,2024-04-27,14,0
R003556,L02824,C007,2024-05-13,30,0
R003557,L00113,C002,2024-12-26,1,1
R003558,L00113,C002,2025-01-01,7,1
R003559,L00113,C002,2025-01-08,14,1
R003560,L00113,C002,2025-01-24,30,1
R003561,L00397,C009,2024-09-06,1,0
R003562,L00397,C009,2024-09-12,7,1
R003563,L00397,C009,2024-09-19,14,1
R003564,L00397,C009,2024-10-05,30,0
R003565,L03486,C005,2025-09-17,1,0
R003566,L03486,C005,2025-09-23,7,1
R003567,L03486,C005,2025-09-30,14,0
R003568,L03486,C005,2025-10-16,30,0
R003569,L00927,C001,2024-05-27,1,0
R003570,L00927,C001,2024-06-02,7,0
R003571,L00927,C001,2024-06-09,14,0
R003572,L00927,C001,2024-06-25,30,0
R003573,L03142,C010,2024-04-10,1,0
R003574,L03142,C010,2024-04-16,7,0
R003575,L03142,C010,2024-04-23,14,0
R003576,L03142,C010,2024-05-09,30,0
R003577,L01790,C008,2024-09-04,1,0
R003578,L01790,C008,2024-09-10,7,0
R003579,L01790,C008,2024-09-17,14,0
R003580,L01790,C008,2024-10-03,30,0
R003581,L01516,C003,2025-01-30,1,0
R003582,L01516,C003,2025-02-05,7,0
R003583,L01516,C003,2025-02-12,14,0
R003584,L01516,C003,2025-02-28,30,0
R003585,L01755,C008,2025-12-30,1,1
R003586,L01755,C008,2026-01-05,7,1
R003587,L01755,C008,2026-01-12,14,1
R003588,L01755,C008,2026-01-28,30,0
R003589,L02354,C002,2024-12-13,1,1
R003590,L02354,C002,2024-12-19,7,1
R003591,L02354,C002,2024-12-26,14,0
R003592,L02354,C002,2025-01-11,30,1
R003593,L00142,C002,2024-05-22,1,1
R003594,L00142,C002,2024-05-28,7,1
R003595,L00142,C002,2024-06-04,14,1
R003596,L00142,C002,2024-06-20,30,1
R003597,L02823,C004,2024-03-13,1,0
R003598,L02823,C004,2024-03-19,7,0
R003599,L02823,C004,2024-03-26,14,0
R003600,L02823,C004,2024-04-11,30,0
R003601,L03872,C002,2025-06-06,1,1
R003602,L03872,C002,2025-06-12,7,1
R003603,L03872,C002,2025-06-19,14,1
R003604,L03872,C002,2025-07-05,30,1
R003605,L02170,C006,2024-04-04,1,0
R003606,L02170,C006,2024-04-10,7,1
R003607,L02170,C006,2024-04-17,14,1
R003608,L02170,C006,2024-05-03,30,1
R003609,L00040,C009,2024-09-13,1,1
R003610,L00040,C009,2024-09-19,7,0
R003611,L00040,C009,2024-09-26,14,0
R003612,L00040,C009,2024-10-12,30,0
R003613,L04175,C008,2024-07-05,1,0
R003614,L04175,C008,2024-07-11,7,0
R003615,L04175,C008,2024-07-18,14,0
R003616,L04175,C008,2024-08-03,30,0
R003617,L00221,C003,2024-07-16,1,1
R003618,L00221,C003,2024-07-22,7,1
R003619,L00221,C003,2024-07-29,14,1
R003620,L00221,C003,2024-08-14,30,0
R003621,L02188,C010,2025-09-26,1,1
R003622,L02188,C010,2025-10-02,7,0
R003623,L02188,C010,2025-10-09,14,0
R003624,L02188,C010,2025-10-25,30,1
R003625,L02887,C002,2025-12-31,1,0
R003626,L02887,C002,2026-01-06,7,0
R003627,L02887,C002,2026-01-13,14,0
R003628,L02887,C002,2026-01-29,30,0
R003629,L01332,C003,2024-11-19,1,1
R003630,L01332,C003,2024-11-25,7,0
R003631,L01332,C003,2024-12-02,14,0
R003632,L01332,C003,2024-12-18,30,1
R003633,L03062,C007,2025-09-10,1,0
R003634,L03062,C007,2025-09-16,7,0
R003635,L03062,C007,2025-09-23,14,0
R003636,L03062,C007,2025-10-09,30,0
R003637,L01249,C006,2025-05-16,1,1
R003638,L01249,C006,2025-05-22,7,0
R003639,L01249,C006,2025-05-29,14,1
R003640,L01249,C006,2025-06-14,30,1
R003641,L01112,C002,2024-10-28,1,1
R003642,L01112,C002,2024-11-03,7,1
R003643,L01112,C002,2024-11-10,14,1
R003644,L01112,C002,2024-11-26,30,1
R003645,L02527,C002,2024-09-09,1,1
R003646,L02527,C002,2024-09-15,7,1
R003647,L02527,C002,2024-09-22,14,0
R003648,L02527,C002,2024-10-08,30,1
R003649,L01046,C005,2025-01-06,1,1
R003650,L01046,C005,2025-01-12,7,1
R003651,L01046,C005,2025-01-19,14,0
R003652,L01046,C005,2025-02-04,30,1
R003653,L03802,C005,2024-06-07,1,0
R003654,L03802,C005,2024-06-13,7,0
R003655,L03802,C005,2024-06-20,14,1
R003656,L03802,C005,2024-07-06,30,0
R003657,L01983,C009,2025-08-13,1,0
R003658,L01983,C009,2025-08-19,7,0
R003659,L01983,C009,2025-08-26,14,0
R003660,L01983,C009,2025-09-11,30,0
R003661,L02364,C005,2024-12-31,1,1
R003662,L02364,C005,2025-01-06,7,1
R003663,L02364,C005,2025-01-13,14,1
R003664,L02364,C005,2025-01-29,30,0
R003665,L02130,C009,2024-07-19,1,0
R003666,L02130,C009,2024-07-25,7,0
R003667,L02130,C009,2024-08-01,14,0
R003668,L02130,C009,2024-08-17,30,0
R003669,L00580,C006,2025-03-18,1,0
R003670,L00580,C006,2025-03-24,7,0
R003671,L00580,C006,2025-03-31,14,0
R003672,L00580,C006,2025-04-16,30,0
R003673,L02329,C007,2025-07-23,1,0
R003674,L02329,C007,2025-07-29,7,0
R003675,L02329,C007,2025-08-05,14,0
R003676,L02329,C007,2025-08-21,30,0
R003677,L02559,C003,2024-05-17,1,1
R003678,L02559,C003,2024-05-23,7,1
R003679,L02559,C003,2024-05-30,14,0
R003680,L02559,C003,2024-06-15,30,0
R003681,L02512,C001,2025-09-04,1,1
R003682,L02512,C001,2025-09-10,7,1
R003683,L02512,C001,2025-09-17,14,1
R003684,L02512,C001,2025-10-03,30,1
R003685,L02690,C005,2025-11-19,1,0
R003686,L02690,C005,2025-11-25,7,1
R003687,L02690,C005,2025-12-02,14,0
R003688,L02690,C005,2025-12-18,30,0
R003689,L01723,C009,2024-05-01,1,0
R003690,L01723,C009,2024-05-07,7,0
R003691,L01723,C009,2024-05-14,14,0
R003692,L01723,C009,2024-05-30,30,0
R003693,L00075,C004,2024-09-17,1,1
R003694,L00075,C004,2024-09-23,7,1
R003695,L00075,C004,2024-09-30,14,0
R003696,L00075,C004,2024-10-16,30,1
R003697,L03173,C003,2025-11-13,1,1
R003698,L03173,C003,2025-11-19,7,1
R003699,L03173,C003,2025-11-26,14,1
R003700,L03173,C003,2025-12-12,30,1
R003701,L03003,C004,2024-11-15,1,1
R003702,L03003,C004,2024-11-21,7,1
R003703,L03003,C004,2024-11-28,14,0
R003704,L03003,C004,2024-12-14,30,1
R003705,L02602,C003,2025-08-10,1,0
R003706,L02602,C003,2025-08-16,7,0
R003707,L02602,C003,2025-08-23,14,0
R003708,L02602,C003,2025-09-08,30,0
R003709,L02742,C002,2024-06-07,1,1
R003710,L02742,C002,2024-06-13,7,1
R003711,L02742,C002,2024-06-20,14,1
R003712,L02742,C002,2024-07-06,30,1
R003713,L04019,C002,2025-06-15,1,0
R003714,L04019,C002,2025-06-21,7,0
R003715,L04019,C002,2025-06-28,14,0
R003716,L04019,C002,2025-07-14,30,0
R003717,L03379,C004,2025-01-20,1,1
R003718,L03379,C004,2025-01-26,7,1
R003719,L03379,C004,2025-02-02,14,1
R003720,L03379,C004,2025-02-18,30,1
R003721,L02272,C003,2025-03-31,1,0
R003722,L02272,C003,2025-04-06,7,0
R003723,L02272,C003,2025-04-13,14,0
R003724,L02272,C003,2025-04-29,30,0
R003725,L03136,C008,2025-08-28,1,0
R003726,L03136,C008,2025-09-03,7,0
R003727,L03136,C008,2025-09-10,14,0
R003728,L03136,C008,2025-09-26,30,0
R003729,L00398,C002,2024-04-20,1,0
R003730,L00398,C002,2024-04-26,7,1
R003731,L00398,C002,2024-05-03,14,0
R003732,L00398,C002,2024-05-19,30,0
R003733,L00864,C001,2025-01-16,1,0
R003734,L00864,C001,2025-01-22,7,0
R003735,L00864,C001,2025-01-29,14,0
R003736,L00864,C001,2025-02-14,30,0
R003737,L00123,C007,2025-07-30,1,1
R003738,L00123,C007,2025-08-05,7,1
R003739,L00123,C007,2025-08-12,14,0
R003740,L00123,C007,2025-08-28,30,0
R003741,L03789,C003,2025-04-07,1,0
R003742,L03789,C003,2025-04-13,7,0
R003743,L03789,C003,2025-04-20,14,0
R003744,L03789,C003,2025-05-06,30,0
R003745,L04006,C006,2024-06-04,1,1
R003746,L04006,C006,2024-06-10,7,1
R003747,L04006,C006,2024-06-17,14,1
R003748,L04006,C006,2024-07-03,30,1
R003749,L03165,C008,2024-03-23,1,0
R003750,L03165,C008,2024-03-29,7,0
R003751,L03165,C008,2024-04-05,14,0
R003752,L03165,C008,2024-04-21,30,0
R003753,L03898,C010,2024-03-05,1,1
R003754,L03898,C010,2024-03-11,7,1
R003755,L03898,C010,2024-03-18,14,1
R003756,L03898,C010,2024-04-03,30,0
R003757,L03695,C010,2024-08-03,1,1
R003758,L03695,C010,2024-08-09,7,1
R003759,L03695,C010,2024-08-16,14,1
R003760,L03695,C010,2024-09-01,30,1
R003761,L03210,C006,2024-11-04,1,1
R003762,L03210,C006,2024-11-10,7,1
R003763,L03210,C006,2024-11-17,14,1
R003764,L03210,C006,2024-12-03,30,1
R003765,L03943,C006,2025-07-28,1,0
R003766,L03943,C006,2025-08-03,7,0
R003767,L03943,C006,2025-08-10,14,0
R003768,L03943,C006,2025-08-26,30,0
R003769,L02550,C006,2024-06-01,1,0
R003770,L02550,C006,2024-06-07,7,0
R003771,L02550,C006,2024-06-14,14,0
R003772,L02550,C006,2024-06-30,30,0
R003773,L02023,C003,2025-12-30,1,0
R003774,L02023,C003,2026-01-05,7,0
R003775,L02023,C003,2026-01-12,14,0
R003776,L02023,C003,2026-01-28,30,0
R003777,L03305,C007,2025-05-26,1,1
R003778,L03305,C007,2025-06-01,7,0
